image_id,file_path,loan_id,similar_group,is_similar_pair,fraud_type,姓名,性别,民族,出生日期,住址,身份证号,签发机关,有效期限,甲方名称,借款金额,借款期限(月),借款用途,还款方式
IMG_00263,loan_053/face_signing.jpg,LN2024000053,SG_003,1,,,,,,,,,,,,,,
IMG_00268,loan_054/face_signing.jpg,LN2024000054,SG_003,1,,,,,,,,,,,,,,
IMG_00273,loan_055/face_signing.jpg,LN2024000055,SG_004,1,,,,,,,,,,,,,,
IMG_00278,loan_056/face_signing.jpg,LN2024000056,SG_004,1,,,,,,,,,,,,,,
IMG_00283,loan_057/face_signing.jpg,LN2024000057,SG_005,1,,,,,,,,,,,,,,
IMG_00288,loan_058/face_signing.jpg,LN2024000058,SG_006,1,,,,,,,,,,,,,,
IMG_00293,loan_059/face_signing.jpg,LN2024000059,SG_006,1,,,,,,,,,,,,,,
IMG_00298,loan_060/face_signing.jpg,LN2024000060,SG_007,1,,,,,,,,,,,,,,
IMG_00303,loan_061/face_signing.jpg,LN2024000061,SG_007,1,,,,,,,,,,,,,,
IMG_00308,loan_062/face_signing.jpg,LN2024000062,SG_008,1,,,,,,,,,,,,,,
IMG_00313,loan_063/face_signing.jpg,LN2024000063,SG_009,1,,,,,,,,,,,,,,
IMG_00318,loan_064/face_signing.jpg,LN2024000064,SG_010,1,,,,,,,,,,,,,,
IMG_00323,loan_065/face_signing.jpg,LN2024000065,SG_010,1,,,,,,,,,,,,,,
IMG_00328,loan_066/face_signing.jpg,LN2024000066,SG_011,1,,,,,,,,,,,,,,
IMG_00333,loan_067/face_signing.jpg,LN2024000067,SG_011,1,,,,,,,,,,,,,,
IMG_00338,loan_068/face_signing.jpg,LN2024000068,SG_012,1,,,,,,,,,,,,,,
IMG_00343,loan_069/face_signing.jpg,LN2024000069,SG_012,1,,,,,,,,,,,,,,
IMG_00348,loan_070/face_signing.jpg,LN2024000070,SG_013,1,,,,,,,,,,,,,,
IMG_00353,loan_071/face_signing.jpg,LN2024000071,SG_013,1,,,,,,,,,,,,,,
IMG_00358,loan_072/face_signing.jpg,LN2024000072,SG_014,1,,,,,,,,,,,,,,
IMG_00363,loan_073/face_signing.jpg,LN2024000073,SG_014,1,,,,,,,,,,,,,,
IMG_00368,loan_074/face_signing.jpg,LN2024000074,SG_015,1,,,,,,,,,,,,,,
IMG_00371,loan_075/face_signing.jpg,LN2024000075,SG_16,1,,罗宇,女,汉族,1978-07-11,广东省深圳市福田区 锦绣华庭 17栋1单元1591室,440304197807118807,福田区公安局福田区分局,1996.07.06-2006.07.04,新亚特兰蒂斯商业银行,895343.92,24,扩大生产,等额本息
IMG_00372,loan_076/face_signing.jpg,LN2024000076,SG_17,1,,朱涛,男,汉族,1970-07-18,重庆市重庆市九龙坡区 御景半岛 3栋4单元1335室,500107197007182450,九龙坡区公安局九龙坡区分局,1988.07.13-1998.07.11,琅琊商业银行,615423.11,36,企业流动资金,等额本息
IMG_00373,loan_077/face_signing.jpg,LN2024000077,SG_18,1,,杨敏,女,汉族,1974-04-20,河南省郑州市金水区 绿地新江湾 12栋1单元2237室,410105197404209800,金水区公安局金水区分局,1992.04.15-2002.04.13,哥谭市小额贷款中心,123183.27,3,购买新能源汽车,先息后本
IMG_00374,loan_078/face_signing.jpg,LN2024000078,SG_19,1,,马梓轩,女,汉族,1975-05-17,云南省昆明市五华区 御景半岛 11栋4单元441室,53010219750517828X,五华区公安局五华区分局,1993.05.12-2003.05.10,夏尔农业信贷,45254.26,3,教育进修,一次性还本付息
IMG_00375,loan_079/face_signing.jpg,LN2024000079,SG_20,1,,李娟,女,汉族,1972-08-12,上海市上海市黄浦区 龙腾盛世 10栋2单元2468室,310101197208128983,黄浦区公安局黄浦区分局,1990.08.08-2000.08.05,阿卡姆消费金融,95480.37,6,购买燃油车,先息后本
IMG_00376,loan_080/face_signing.jpg,LN2024000080,SG_21,1,,周燕,女,汉族,1970-02-08,广东省深圳市南山区 绿地新江湾 1栋5单元2158室,440305197002088520,南山区公安局南山区分局,1988.02.04-1998.02.01,霍格沃茨魔法银行,189036.16,12,购买燃油车,等额本息
IMG_00377,loan_081/face_signing.jpg,LN2024000081,SG_22,1,,杨华,女,汉族,1984-08-29,广东省广州市荔湾区 香榭丽舍 13栋5单元2006室,440103198408292960,荔湾区公安局荔湾区分局,2002.08.25-2012.08.22,艾泽拉斯数字科技,171304.93,12,婚庆,等额本金
IMG_00378,loan_082/face_signing.jpg,LN2024000082,SG_23,1,,林燕,女,汉族,1967-12-16,云南省昆明市五华区 御景半岛 8栋6单元2295室,530102196712167749,五华区公安局五华区分局,1985.12.11-1995.12.09,星火基地普惠金融,199184.91,3,购买新能源汽车,先息后本
IMG_00379,loan_083/face_signing.jpg,LN2024000083,SG_24,1,,林文,女,汉族,1971-05-16,江苏省苏州市虎丘区 绿地新江湾 2栋4单元1218室,32050519710516362X,虎丘区公安局虎丘区分局,1989.05.11-1999.05.09,瓦坎达信贷中心,182702.3,24,购买燃油车,等额本金
IMG_00380,loan_084/face_signing.jpg,LN2024000084,SG_25,1,,刘梓轩,男,壮族,2006-03-29,湖南省长沙市岳麓区 中央公园 1栋6单元2304室,430104200603298852,岳麓区公安局岳麓区分局,2024.03.24-2034.03.22,提瓦特小额贷款,266801.1,24,房屋装修,等额本金
IMG_00381,loan_085/face_signing.jpg,LN2024000085,SG_26,1,,李雪,女,汉族,1992-11-09,天津市天津市东丽区 星河湾畔 4栋2单元846室,120110199211099941,东丽区公安局东丽区分局,2010.11.05-2020.11.02,昆仑数字科技有限公司,284368.99,24,婚庆,等额本金
IMG_00382,loan_086/face_signing.jpg,LN2024000086,SG_27,1,,林涛,男,汉族,1980-09-11,山东省青岛市崂山区 香榭丽舍 18栋4单元642室,370212198009111193,崂山区公安局崂山区分局,1998.09.07-2008.09.04,潘多拉普惠金融,440020.51,24,购房首付,等额本金
IMG_00383,loan_087/face_signing.jpg,LN2024000087,SG_28,1,,郭雪,女,汉族,1979-01-15,北京市北京市东城区 锦绣家园 10栋5单元143室,110101197901157849,东城区公安局东城区分局,1997.01.10-2007.01.08,阿卡姆消费金融,50671.85,6,房屋装修,先息后本
IMG_00384,loan_088/face_signing.jpg,LN2024000088,SG_29,1,,黄雪,女,汉族,2006-02-04,海南省海口市龙华区 香榭丽舍 16栋5单元1847室,460106200602049246,龙华区公安局龙华区分局,2024.01.31-2034.01.28,艾泽拉斯数字科技,2408464.39,360,购房首付,等额本息
IMG_00385,loan_089/face_signing.jpg,LN2024000089,SG_30,1,,孙秀,女,汉族,1970-12-19,山东省青岛市崂山区 枫林晚居 20栋6单元204室,370212197012194220,崂山区公安局崂山区分局,1988.12.14-1998.12.12,提瓦特小额贷款,714203.63,60,企业流动资金,等额本金
IMG_00386,loan_090/face_signing.jpg,LN2024000090,SG_31,1,,杨磊,男,汉族,1986-11-17,浙江省杭州市西湖区 紫金华府 11栋4单元165室,330106198611176299,西湖区公安局西湖区分局,2004.11.12-2014.11.10,哥谭市小额贷款中心,1922926.3,120,二手房交易,按月付息，到期还本
IMG_00387,loan_091/face_signing.jpg,LN2024000091,SG_32,1,,何建国,男,汉族,1969-12-04,新疆维吾尔自治区乌鲁木齐市天山区 锦绣华庭 8栋4单元1153室,65010219691204023X,天山区公安局天山区分局,1987.11.30-1997.11.27,哥谭市小额贷款中心,139470.6,12,购买新能源汽车,按月付息，到期还本
IMG_00388,loan_092/face_signing.jpg,LN2024000092,SG_33,1,,胡华,女,汉族,1970-09-29,湖南省长沙市芙蓉区 御景半岛 13栋5单元357室,430102197009295387,芙蓉区公安局芙蓉区分局,1988.09.24-1998.09.22,阿卡姆消费金融,162769.96,3,婚庆,一次性还本付息
IMG_00389,loan_093/face_signing.jpg,LN2024000093,SG_34,1,,黄梓轩,女,汉族,1965-05-30,北京市北京市东城区 紫金华府 5栋4单元1010室,110101196505309164,东城区公安局东城区分局,1983.05.26-1993.05.23,潘多拉普惠金融,109609.64,6,房屋装修,一次性还本付息
IMG_00390,loan_094/face_signing.jpg,LN2024000094,SG_35,1,,李子涵,女,汉族,1985-02-26,福建省厦门市思明区 普罗旺斯 15栋2单元595室,350203198502269808,思明区公安局思明区分局,2003.02.22-2013.02.19,星火基地普惠金融,133710.31,3,婚庆,先息后本
IMG_00391,loan_095/face_signing.jpg,LN2024000095,SG_36,1,,孙建,男,汉族,1989-07-21,山东省青岛市崂山区 锦绣华庭 10栋3单元1686室,370212198907212412,崂山区公安局崂山区分局,2007.07.17-2017.07.14,琅琊商业银行,160704.68,12,购买燃油车,按月付息，到期还本
IMG_00392,loan_096/face_signing.jpg,LN2024000096,SG_37,1,,林杰,男,汉族,1999-11-15,云南省昆明市五华区 锦绣华庭 20栋6单元1874室,530102199911150193,五华区公安局五华区分局,2017.11.10-2027.11.08,九又四分之三信贷中心,911131.86,36,购房首付,等额本金
IMG_00393,loan_097/face_signing.jpg,LN2024000097,SG_38,1,,黄伟,男,汉族,1981-05-02,新疆维吾尔自治区乌鲁木齐市天山区 翠湖雅苑 8栋3单元930室,650102198105023512,天山区公安局天山区分局,1999.04.28-2009.04.25,提瓦特小额贷款,308748.27,36,企业流动资金,等额本金
IMG_00394,loan_098/face_signing.jpg,LN2024000098,SG_39,1,,郭伟,男,汉族,2004-02-18,重庆市重庆市九龙坡区 东方曼哈顿 17栋6单元1805室,500107200402186499,九龙坡区公安局九龙坡区分局,2022.02.13-2032.02.11,新亚特兰蒂斯商业银行,3275601.43,240,二手房交易,按月付息，到期还本
IMG_00395,loan_099/face_signing.jpg,LN2024000099,SG_40,1,,李婷,女,汉族,1966-06-20,四川省成都市武侯区 锦绣华庭 3栋1单元2276室,510107196606208461,武侯区公安局武侯区分局,1984.06.15-1994.06.13,潘多拉普惠金融,541473.08,24,扩大生产,等额本息
IMG_00396,loan_100/face_signing.jpg,LN2024000100,SG_41,1,,吴敏,女,汉族,1960-11-07,安徽省合肥市庐阳区 阳光100 8栋5单元281室,340103196011078445,庐阳区公安局庐阳区分局,1978.11.03-1988.10.31,夏尔农业信贷,149864.55,24,婚庆,等额本金
IMG_00397,loan_101/face_signing.jpg,LN2024000101,SG_42,1,,刘晨,女,汉族,1994-06-07,广东省广州市天河区 御景半岛 14栋5单元2294室,440106199406078403,天河区公安局天河区分局,2012.06.02-2022.05.31,艾泽拉斯数字科技,139661.66,12,购买燃油车,等额本息
IMG_00398,loan_102/face_signing.jpg,LN2024000102,SG_43,1,,李平,女,满族,1975-09-11,新疆维吾尔自治区乌鲁木齐市天山区 普罗旺斯 20栋3单元1902室,650102197509110968,天山区公安局天山区分局,1993.09.06-2003.09.04,新亚特兰蒂斯商业银行,2822053.29,240,企业流动资金,按月付息，到期还本
IMG_00399,loan_103/face_signing.jpg,LN2024000103,SG_44,1,,李晨,女,彝族,1983-06-25,广东省广州市天河区 融创壹号院 10栋5单元1390室,440106198306255500,天河区公安局天河区分局,2001.06.20-2011.06.18,昆仑数字科技有限公司,2354101.16,120,二手房交易,按月付息，到期还本
IMG_00400,loan_104/face_signing.jpg,LN2024000104,SG_45,1,,马华,男,汉族,1979-08-29,四川省成都市锦江区 枫林晚居 11栋4单元1470室,510104197908294276,锦江区公安局锦江区分局,1997.08.24-2007.08.22,赛博城消费金融有限公司,734404.37,60,购房首付,等额本息
IMG_00401,loan_105/face_signing.jpg,LN2024000105,SG_46,1,,高磊,男,彝族,1991-09-15,山东省济南市历下区 锦绣家园 18栋2单元187室,370102199109152597,历下区公安局历下区分局,2009.09.10-2019.09.08,赛博城消费金融有限公司,235424.55,60,婚庆,按月付息，到期还本
IMG_00402,loan_106/face_signing.jpg,LN2024000106,SG_47,1,,吴平,女,汉族,1984-07-30,江苏省南京市鼓楼区 碧水云天 9栋6单元797室,320106198407300529,鼓楼区公安局鼓楼区分局,2002.07.26-2012.07.23,星火基地普惠金融,119200.43,6,房屋装修,先息后本
IMG_00403,loan_107/face_signing.jpg,LN2024000107,SG_48,1,,孙明,男,汉族,2002-05-02,浙江省宁波市海曙区 翠湖雅苑 3栋5单元1395室,330203200205022653,海曙区公安局海曙区分局,2020.04.27-2030.04.25,新亚特兰蒂斯商业银行,3699935.93,240,二手房交易,等额本息
IMG_00404,loan_108/face_signing.jpg,LN2024000108,SG_49,1,,何磊,男,汉族,1964-09-23,广东省深圳市福田区 悦海名邸 13栋6单元1816室,440304196409234613,福田区公安局福田区分局,1982.09.19-1992.09.16,昆仑数字科技有限公司,82157.78,12,婚庆,按月付息，到期还本
IMG_00405,loan_109/face_signing.jpg,LN2024000109,SG_50,1,,林文,女,汉族,1977-05-02,江西省南昌市东湖区 威尼斯水城 7栋4单元1063室,360102197705024005,东湖区公安局东湖区分局,1995.04.28-2005.04.25,霍格沃茨魔法银行,2317746.33,120,企业流动资金,按月付息，到期还本
IMG_00406,loan_110/face_signing.jpg,LN2024000110,SG_51,1,,徐文,女,汉族,1994-12-08,江苏省苏州市虎丘区 香榭丽舍 20栋4单元641室,320505199412087961,虎丘区公安局虎丘区分局,2012.12.03-2022.12.01,瓦坎达信贷中心,79506.77,12,房屋装修,按月付息，到期还本
IMG_00407,loan_111/face_signing.jpg,LN2024000111,SG_52,1,,李志强,男,汉族,1983-05-24,新疆维吾尔自治区乌鲁木齐市天山区 碧水云天 3栋1单元110室,650102198305245136,天山区公安局天山区分局,2001.05.19-2011.05.17,琅琊商业银行,1720283.02,120,购房首付,等额本金
IMG_00408,loan_112/face_signing.jpg,LN2024000112,SG_53,1,,孙晨,男,汉族,1970-01-06,浙江省杭州市上城区 悦海名邸 9栋3单元2037室,330102197001067036,上城区公安局上城区分局,1988.01.02-1997.12.30,星火基地普惠金融,1205902.08,120,二手房交易,按月付息，到期还本
IMG_00409,loan_113/face_signing.jpg,LN2024000113,SG_54,1,,胡梓轩,男,汉族,1984-11-19,北京市北京市朝阳区 枫林晚居 20栋4单元1871室,110105198411195818,朝阳区公安局朝阳区分局,2002.11.15-2012.11.12,琅琊商业银行,144326.21,12,房屋装修,等额本息
IMG_00410,loan_114/face_signing.jpg,LN2024000114,SG_55,1,,马宇,男,汉族,1990-01-19,江苏省苏州市虎丘区 悦海名邸 9栋5单元2329室,320505199001197779,虎丘区公安局虎丘区分局,2008.01.15-2018.01.12,提瓦特小额贷款,800373.65,60,购房首付,等额本金
IMG_00411,loan_115/face_signing.jpg,LN2024000115,SG_56,1,,高杰,男,汉族,1989-06-08,新疆维吾尔自治区乌鲁木齐市天山区 普罗旺斯 17栋3单元1747室,650102198906081253,天山区公安局天山区分局,2007.06.04-2017.06.01,哥谭市小额贷款中心,961529.27,36,企业流动资金,等额本金
IMG_00412,loan_116/face_signing.jpg,LN2024000116,SG_57,1,,朱强,男,汉族,1976-01-02,广东省广州市天河区 枫林晚居 1栋5单元473室,44010619760102505X,天河区公安局天河区分局,1993.12.28-2003.12.26,瓦坎达信贷中心,250351.06,36,购买新能源汽车,等额本息
IMG_00413,loan_117/face_signing.jpg,LN2024000117,SG_58,1,,胡佳,女,汉族,1973-12-22,贵州省贵阳市云岩区 东方曼哈顿 15栋4单元1142室,520103197312226403,云岩区公安局云岩区分局,1991.12.18-2001.12.15,阿卡姆消费金融,25993.23,12,日常消费,按月付息，到期还本
IMG_00414,loan_118/face_signing.jpg,LN2024000118,SG_59,1,,林燕,女,汉族,1967-07-27,湖南省长沙市芙蓉区 锦绣家园 19栋3单元926室,430102196707279881,芙蓉区公安局芙蓉区分局,1985.07.22-1995.07.20,新亚特兰蒂斯商业银行,70701.65,6,购买燃油车,一次性还本付息
IMG_00415,loan_119/face_signing.jpg,LN2024000119,SG_60,1,,郭勇,男,汉族,1983-11-19,新疆维吾尔自治区乌鲁木齐市天山区 枫林晚居 14栋1单元1703室,650102198311198110,天山区公安局天山区分局,2001.11.14-2011.11.12,九又四分之三信贷中心,50799.34,6,房屋装修,一次性还本付息
IMG_00416,loan_120/face_signing.jpg,LN2024000120,SG_61,1,,何秀,女,汉族,2006-10-05,天津市天津市和平区 威尼斯水城 2栋2单元818室,12010120061005132X,和平区公安局和平区分局,2024.09.30-2034.09.28,琅琊商业银行,809520.92,36,扩大生产,等额本金
IMG_00417,loan_121/face_signing.jpg,LN2024000121,SG_62,1,,张建,女,汉族,1963-01-04,陕西省西安市雁塔区 星河湾畔 5栋1单元1960室,610113196301041964,雁塔区公安局雁塔区分局,1980.12.30-1990.12.28,夏尔农业信贷,188283.82,12,购买新能源汽车,等额本息
IMG_00418,loan_122/face_signing.jpg,LN2024000122,SG_63,1,,郭子涵,女,苗族,1970-02-05,浙江省杭州市上城区 绿地新江湾 8栋3单元335室,330102197002050826,上城区公安局上城区分局,1988.02.01-1998.01.29,星火基地普惠金融,776342.8,60,二手房交易,等额本金
IMG_00419,loan_123/face_signing.jpg,LN2024000123,SG_64,1,,徐平,男,汉族,1973-11-01,上海市上海市黄浦区 悦海名邸 6栋1单元2303室,310101197311016832,黄浦区公安局黄浦区分局,1991.10.28-2001.10.25,九又四分之三信贷中心,4535001.23,120,企业流动资金,按月付息，到期还本
IMG_00420,loan_124/face_signing.jpg,LN2024000124,SG_65,1,,张平,女,回族,1983-07-14,江苏省苏州市虎丘区 星河湾畔 17栋3单元2267室,320505198307143146,虎丘区公安局虎丘区分局,2001.07.09-2011.07.07,星火基地普惠金融,715977.66,24,二手房交易,等额本息
IMG_00421,loan_125/face_signing.jpg,LN2024000125,SG_66,1,,周建国,男,汉族,1981-02-10,福建省福州市鼓楼区 悦海名邸 4栋3单元868室,350102198102105378,鼓楼区公安局鼓楼区分局,1999.02.06-2009.02.03,新亚特兰蒂斯商业银行,99182.91,12,购买燃油车,等额本息
IMG_00422,loan_126/face_signing.jpg,LN2024000126,SG_67,1,,刘华,男,汉族,2006-05-08,贵州省贵阳市云岩区 悦海名邸 5栋1单元1858室,520103200605088336,云岩区公安局云岩区分局,2024.05.03-2034.05.01,夏尔农业信贷,168352.01,12,购买燃油车,等额本息
IMG_00423,loan_127/face_signing.jpg,LN2024000127,SG_68,1,,朱伟,男,汉族,2002-10-27,湖南省长沙市芙蓉区 融创壹号院 12栋3单元139室,43010220021027139X,芙蓉区公安局芙蓉区分局,2020.10.22-2030.10.20,提瓦特小额贷款,179645.25,3,婚庆,先息后本
IMG_00424,loan_128/face_signing.jpg,LN2024000128,SG_69,1,,杨浩,女,汉族,1963-01-01,新疆维吾尔自治区乌鲁木齐市天山区 锦绣华庭 18栋3单元151室,650102196301018084,天山区公安局天山区分局,1980.12.27-1990.12.25,新亚特兰蒂斯商业银行,309499.66,60,二手房交易,等额本息
IMG_00425,loan_129/face_signing.jpg,LN2024000129,SG_70,1,,李子涵,女,汉族,1996-11-03,江苏省南京市鼓楼区 碧水云天 8栋1单元656室,320106199611030161,鼓楼区公安局鼓楼区分局,2014.10.30-2024.10.27,潘多拉普惠金融,13630.25,3,日常消费,先息后本
IMG_00426,loan_130/face_signing.jpg,LN2024000130,SG_71,1,,周浩,男,汉族,2006-04-15,湖南省长沙市岳麓区 锦绣华庭 18栋4单元1236室,430104200604152951,岳麓区公安局岳麓区分局,2024.04.10-2034.04.08,星火基地普惠金融,136552.69,12,购买新能源汽车,等额本金
IMG_00427,loan_131/face_signing.jpg,LN2024000131,SG_72,1,,胡佳,女,汉族,1997-01-28,四川省成都市锦江区 锦绣家园 19栋3单元221室,510104199701288628,锦江区公安局锦江区分局,2015.01.24-2025.01.21,木叶村消费金融,3398865.47,120,购房首付,等额本金
IMG_00428,loan_132/face_signing.jpg,LN2024000132,SG_73,1,,马静,女,汉族,1971-10-26,天津市天津市东丽区 锦绣华庭 7栋6单元1064室,120110197110269009,东丽区公安局东丽区分局,1989.10.21-1999.10.19,阿卡姆消费金融,2947181.97,120,企业流动资金,等额本金
IMG_00429,loan_133/face_signing.jpg,LN2024000133,SG_74,1,,张超,男,汉族,1990-08-24,重庆市重庆市渝中区 阳光100 13栋6单元1952室,500103199008242172,渝中区公安局渝中区分局,2008.08.19-2018.08.17,艾泽拉斯数字科技,4309211.5,240,企业流动资金,等额本息
IMG_00430,loan_134/face_signing.jpg,LN2024000134,SG_75,1,,朱涛,男,汉族,2001-01-16,陕西省西安市新城区 龙腾盛世 17栋1单元989室,610102200101167116,新城区公安局新城区分局,2019.01.12-2029.01.09,木叶村消费金融,951668.89,36,企业流动资金,等额本息
IMG_00431,loan_135/face_signing.jpg,LN2024000135,SG_76,1,,徐静,女,汉族,1970-03-13,安徽省合肥市庐阳区 翠湖雅苑 2栋4单元1965室,340103197003137008,庐阳区公安局庐阳区分局,1988.03.08-1998.03.06,瓦坎达信贷中心,3778890.71,240,二手房交易,按月付息，到期还本
IMG_00432,loan_136/face_signing.jpg,LN2024000136,SG_77,1,,胡建国,男,汉族,1990-09-29,江西省南昌市东湖区 龙腾盛世 5栋4单元318室,360102199009295935,东湖区公安局东湖区分局,2008.09.24-2018.09.22,艾泽拉斯数字科技,4602573.93,240,购房首付,等额本金
IMG_00433,loan_137/face_signing.jpg,LN2024000137,SG_78,1,,何伟,男,汉族,2000-07-18,广东省广州市天河区 阳光100 12栋2单元1700室,440106200007188475,天河区公安局天河区分局,2018.07.14-2028.07.11,赛博城消费金融有限公司,4162632.6,120,企业流动资金,按月付息，到期还本
IMG_00434,loan_138/face_signing.jpg,LN2024000138,SG_79,1,,高宇,男,汉族,1984-02-12,江苏省南京市鼓楼区 绿地新江湾 5栋6单元346室,320106198402121214,鼓楼区公安局鼓楼区分局,2002.02.07-2012.02.05,霍格沃茨魔法银行,146688.9,6,购买燃油车,先息后本
IMG_00435,loan_139/face_signing.jpg,LN2024000139,SG_80,1,,朱浩,男,汉族,1995-04-28,上海市上海市黄浦区 御景半岛 7栋3单元1148室,310101199504280356,黄浦区公安局黄浦区分局,2013.04.23-2023.04.21,新亚特兰蒂斯商业银行,474379.91,24,购房首付,等额本息
IMG_00436,loan_140/face_signing.jpg,LN2024000140,SG_81,1,,马晨,男,汉族,1974-08-07,浙江省宁波市海曙区 星河湾畔 13栋4单元1185室,330203197408073771,海曙区公安局海曙区分局,1992.08.02-2002.07.31,新亚特兰蒂斯商业银行,177685.34,24,购买新能源汽车,等额本息
IMG_00437,loan_141/face_signing.jpg,LN2024000141,SG_82,1,,周燕,女,汉族,1974-10-29,浙江省宁波市海曙区 锦绣家园 12栋5单元2266室,330203197410293984,海曙区公安局海曙区分局,1992.10.24-2002.10.22,阿卡姆消费金融,614670.77,120,购房首付,等额本息
IMG_00438,loan_142/face_signing.jpg,LN2024000142,SG_83,1,,吴晨,女,汉族,1999-11-11,江苏省苏州市虎丘区 绿地新江湾 18栋6单元200室,320505199911111081,虎丘区公安局虎丘区分局,2017.11.06-2027.11.04,赛博城消费金融有限公司,625804.81,24,购房首付,等额本息
